1.224953000000000000e+07,2.708400000000000000e+05,3.500000000000000000e+01,1.821000000000000000e+03,2.700000000000000000e+01,6.525000000000000000e+03,2.300000000000000000e+01,1.322000000000000000e+03,1.800000000000000000e+02,0.000000000000000000e+00,7.050000000000000000e+02
2.994800000000000000e+04,1.964378000000000000e+06,1.780000000000000000e+02,1.782190000000000000e+05,1.700000000000000000e+02,6.347000000000000000e+03,2.960000000000000000e+02,3.596000000000000000e+03,2.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+02,1.202600000000000000e+04,6.372100000000000000e+04,1.347000000000000000e+03,6.487300000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00,1.986400000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.120000000000000000e+02,4.527090000000000000e+05,3.400000000000000000e+01,3.712220000000000000e+05,8.150000000000000000e+02,4.907000000000000000e+03,2.966170000000000000e+05,7.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.690000000000000000e+02,2.979800000000000000e+04,1.287340000000000000e+05,2.964600000000000000e+04,4.843900000000000000e+04,2.400000000000000000e+01,1.700000000000000000e+01,1.803900000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.700000000000000000e+02,0.000000000000000000e+00,8.400000000000000000e+01,1.000000000000000000e+00,1.564788000000000000e+06,5.660000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.695000000000000000e+03,1.000000000000000000e+00,4.607330000000000000e+05,1.000000000000000000e+00,8.216200000000000000e+04,1.654480000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.105600000000000000e+04,3.382970000000000000e+05,4.896400000000000000e+04,1.872000000000000000e+03,1.011700000000000000e+04,3.270000000000000000e+02,8.000000000000000000e+00,1.020245000000000000e+06,7.200000000000000000e+01,1.000000000000000000e+00,1.500000000000000000e+01
3.413400000000000000e+04,4.102900000000000000e+04,2.990000000000000000e+02,7.660000000000000000e+02,1.200000000000000000e+01,8.020000000000000000e+02,2.500000000000000000e+01,2.504800000000000000e+04,1.610000000000000000e+02,2.984000000000000000e+03,1.197220000000000000e+05
1.550000000000000000e+02,1.500000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.533400000000000000e+04,2.383730000000000000e+05,8.651000000000000000e+03
3.930400000000000000e+04,7.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,8.900000000000000000e+01,2.063860000000000000e+05,8.570000000000000000e+02,1.127990000000000000e+05
