ID,vehicles,persons,trips,CTFIP,ZONE_ID,,
900,1,1,4.5,17031,1,,
901,2,2,10,17097,6,,
902,2,2,5,17031,1,,
903,1,1,0,17197,8,,
904,1,1,5,17031,1,,
905,3,2,12,17097,6,,
906,4,2,11,17197,8,,
907,2,1,4,17097,6,,
908,2,2,7,17197,8,,
909,2,2,18,17031,1,,
910,1,1,4,17031,1,,
911,1,2,10,17031,1,,
912,3,5,38,17031,1,,
913,0,1,1.5,17031,1,,
914,1,1,2.5,17031,1,,
915,2,2,17,17031,1,,
916,2,3,11.5,17097,6,,
917,2,2,8,17111,7,,
918,4,4,11,17197,8,,
919,1,2,12,17197,8,,
920,2,2,8,17197,8,,
921,2,5,16,17197,8,,
922,2,2,9.5,17043,2,,
923,2,4,8.5,17031,1,,
924,2,5,8,17031,1,,
925,3,2,8,17097,6,,
926,4,4,13,17043,2,,
927,2,4,11,17031,1,,
928,0,2,7,17031,1,,
929,1,1,3,17031,1,,
930,2,3,22,17031,1,,
931,0,1,2,17043,2,,
932,2,3,11,17093,5,,
933,1,1,2,17089,4,,
934,2,3,16,17031,1,,
935,2,3,9.5,17097,6,,
936,2,5,11,17093,5,,
937,1,2,4,17089,4,,
938,1,1,1.5,17031,1,,
939,2,2,6,17031,1,,
940,2,2,9,17089,4,,
941,2,4,4,17043,2,,
942,3,3,6.5,17031,1,,
943,3,2,8,17031,1,,
944,1,1,6,17043,2,,
945,2,2,5,17197,8,,
946,3,5,16,17093,5,,
947,2,2,4,17089,4,,
948,1,1,4,17197,8,,
949,1,1,5,17031,1,,
950,2,2,3,17197,8,,
951,2,3,24,17197,8,,
952,3,2,10,17111,7,,
953,2,4,5,17031,1,,
954,1,1,3.5,17031,1,,
955,2,2,12.5,17031,1,,
956,2,2,8,17031,1,,
957,2,2,4,17197,8,,
958,0,1,2,17031,1,,
959,1,1,4,17043,2,,
960,3,2,6,17097,6,,
961,1,1,5,17089,4,,
962,1,1,2,17031,1,,
963,1,1,2,17043,2,,
964,2,3,7,17043,2,,
965,3,5,27,17089,4,,
966,2,3,6,17031,1,,
967,2,2,6,17031,1,,
968,1,2,11,17031,1,,
969,0,1,3,17031,1,,
970,1,1,2.5,17089,4,,
971,0,1,4,17031,1,,
972,2,2,2,17031,1,,
973,2,3,8,17043,2,,
974,2,2,10,17031,1,,
975,2,1,4,17043,2,,
976,2,2,12,17097,6,,
977,2,6,46,17197,8,,
978,1,1,6,17097,6,,
979,2,2,9.5,17031,1,,
980,1,3,12,17031,1,,
981,2,1,8,17031,1,,
982,2,2,4,17097,6,,
983,1,1,4,17031,1,,
984,2,2,7.5,17031,1,,
985,2,2,2,17197,8,,
986,2,2,0,17031,1,,
987,2,2,19,17031,1,,
988,2,7,17,17031,1,,
989,0,1,0,17031,1,,
990,2,1,4,17031,1,,
991,1,1,2.5,17031,1,,
992,0,1,2,17031,1,,
993,2,2,8.5,17031,1,,
994,3,4,7,17197,8,,
995,2,3,27,17197,8,,
996,1,1,2,17043,2,,
997,1,1,2,17097,6,,
998,2,2,15,17043,2,,
999,2,2,23,17197,8,,
1000,2,6,27,17031,1,,
1001,1,2,17,17111,7,,
1002,2,2,14,17031,1,,
1003,1,1,5,17031,1,,
1004,1,1,9,17031,1,,
1005,2,2,10,17197,8,,
1006,1,1,5.5,17031,1,,
1007,2,2,4,17031,1,,
1008,2,4,34.5,17031,1,,
1009,1,1,3,17031,1,,
1010,3,3,9,17089,4,,
1011,0,2,6,17031,1,,
1012,3,2,9,17197,8,,
1013,1,2,0,17031,1,,
1014,2,3,10,17197,8,,
1015,3,3,17.5,17089,4,,
1016,2,3,6,17031,1,,
1017,1,1,4.5,17031,1,,
1018,2,2,5,17031,1,,
1019,1,1,6,17031,1,,
1020,3,3,8,17031,1,,
1021,4,3,7,17031,1,,
1022,0,1,2,17031,1,,
1023,2,2,4.5,17043,2,,
1024,2,2,2,17031,1,,
1025,4,3,6,17089,4,,
1026,4,4,19,17197,8,,
1027,1,2,5,17031,1,,
1028,2,4,20.5,17089,4,,
1029,2,5,13,17093,5,,
1030,1,1,7,17031,1,,
1031,2,2,16.5,17097,6,,
1032,2,3,18,17089,4,,
1033,1,2,4,17031,1,,
1034,1,1,3,17031,1,,
1035,1,1,1,17097,6,,
1036,5,4,21,17043,2,,
1037,1,1,4,17031,1,,
1038,4,3,13,17097,6,,
1039,2,5,23.5,17197,8,,
1040,2,2,12,17031,1,,
1041,1,1,3,17031,1,,
1042,4,2,6.5,17031,1,,
1043,1,1,2,17031,1,,
1044,2,2,2,17031,1,,
1045,2,2,10,17031,1,,
1046,2,2,4,17197,8,,
1047,2,1,5,17043,2,,
1048,3,4,12,17097,6,,
1049,2,2,10,17031,1,,
1050,3,4,11.5,17031,1,,
1051,2,4,18,17043,2,,
1052,0,1,4,17089,4,,
1053,3,4,16,17031,1,,
1054,2,3,12.5,17043,2,,
1055,1,2,6,17031,1,,
1056,2,3,2,17031,1,,
1057,2,3,11,17031,1,,
1058,1,1,9.5,17031,1,,
1059,1,3,14,17197,8,,
1060,2,1,7,17031,1,,
1061,2,6,34.5,17043,2,,
1062,2,3,8,17089,4,,
1063,1,1,4,17111,7,,
1064,1,1,2,17197,8,,
1065,1,4,16,17031,1,,
1066,1,1,3,17097,6,,
1067,2,2,17,17031,1,,
1068,2,5,22,17031,1,,
1069,2,2,5.5,17031,1,,
1070,0,1,2,17031,1,,
1071,1,1,2,17031,1,,
1072,1,2,0,17031,1,,
1073,2,2,5,17089,4,,
1074,2,4,7,17197,8,,
1075,2,5,5,17089,4,,
1076,2,2,8,17093,5,,
1077,3,3,6,17043,2,,
1078,3,3,17,17197,8,,
1079,3,2,16,17031,1,,
1080,1,1,6,17043,2,,
1081,2,1,3,17043,2,,
1082,2,4,33.5,17031,1,,
1083,0,1,2,17031,1,,
1084,3,3,11.5,17111,7,,
1085,0,1,2,17031,1,,
1086,3,5,10,17043,2,,
1087,3,4,8,17089,4,,
1088,2,5,19,17031,1,,
1089,1,1,4,17031,1,,
1090,3,2,13,17043,2,,
1091,2,2,2,17097,6,,
1092,1,1,8,17097,6,,
1093,2,2,9,17043,2,,
1094,1,1,3,17097,6,,
1095,1,1,2,17031,1,,
1096,3,3,14,17063,3,,
1097,2,2,4,17097,6,,
1098,2,2,10.5,17089,4,,
1099,2,2,5,17043,2,,
1100,1,3,11,17031,1,,
1101,2,2,12.5,17043,2,,
1102,1,2,4,17031,1,,
1103,1,1,4.5,17063,3,,
1104,1,1,7,17097,6,,
1105,2,4,2,17097,6,,
1106,2,3,10,17031,1,,
1107,2,2,12,17089,4,,
1108,1,1,4,17031,1,,
1109,2,2,5,17097,6,,
1110,3,2,6,17097,6,,
1111,1,1,6,17031,1,,
1112,1,1,4,17031,1,,
1113,2,3,9,17097,6,,
1114,2,5,26,17197,8,,
1115,1,1,4,17031,1,,
1116,0,2,4.5,17031,1,,
1117,2,2,1,17097,6,,
1118,1,1,4,17097,6,,
1119,0,1,3,17031,1,,
1120,2,4,13,17031,1,,
1121,1,1,7,17031,1,,
1122,1,1,7,17031,1,,
1123,2,2,0,17089,4,,
1124,1,1,2,17031,1,,
1125,3,2,5,17031,1,,
1126,2,4,10,17043,2,,
1127,1,1,2,17031,1,,
1128,1,1,2,17031,1,,
1129,3,5,20,17089,4,,
1130,2,2,17,17031,1,,
1131,2,2,8,17043,2,,
1132,2,5,8.5,17043,2,,
1133,2,5,35,17031,1,,
1134,3,2,15,17031,1,,
1135,2,5,22,17111,7,,
1136,1,1,9,17043,2,,
1137,1,1,2,17097,6,,
1138,4,2,5,17097,6,,
1139,0,1,2,17031,1,,
1140,2,2,9,17031,1,,
1141,2,2,13,17089,4,,
1142,2,3,10.5,17031,1,,
1143,1,2,10,17031,1,,
1144,2,1,6,17089,4,,
1145,2,4,15,17111,7,,
1146,1,1,8,17197,8,,
1147,1,1,4.5,17031,1,,
1148,1,1,3,17031,1,,
1149,1,1,7,17031,1,,
1150,2,4,16,17031,1,,
1151,1,1,4,17031,1,,
1152,3,2,5.5,17031,1,,
1153,1,2,3,17031,1,,
1154,1,1,6,17043,2,,
1155,2,2,3,17111,7,,
1156,1,2,7.5,17031,1,,
1157,3,2,15,17097,6,,
1158,1,1,6,17031,1,,
1159,2,2,9.5,17031,1,,
1160,1,1,6,17043,2,,
1161,1,2,16,17031,1,,
1162,1,1,1,17031,1,,
1163,1,4,13.5,17031,1,,
1164,1,2,2,17031,1,,
1165,3,3,10,17031,1,,
1166,1,1,1,17063,3,,
1167,3,1,0,17097,6,,
1168,2,2,4,17097,6,,
1169,7,4,20,17031,1,,
1170,2,4,22,17031,1,,
1171,1,1,2,17031,1,,
1172,2,2,7.5,17111,7,,
1173,1,1,5,17031,1,,
1174,2,2,6,17031,1,,
1175,2,4,18,17043,2,,
1176,2,5,26,17197,8,,
1177,2,5,23,17031,1,,
1178,3,2,10,17031,1,,
1179,2,2,13,17031,1,,
1180,2,4,17.5,17043,2,,
1181,3,5,17.5,17111,7,,
1182,1,1,3,17031,1,,
1183,2,2,9,17097,6,,
1184,2,2,9.5,17093,5,,
1185,1,1,6,17097,6,,
1186,2,2,10,17031,1,,
1187,2,2,11,17043,2,,
1188,2,3,6,17031,1,,
1189,2,2,10.5,17089,4,,
1190,2,1,6,17197,8,,
1191,1,2,3,17031,1,,
1192,2,2,4,17089,4,,
1193,0,1,1.5,17031,1,,
1194,1,2,11,17031,1,,
1195,2,2,17.5,17043,2,,
1196,1,1,5,17031,1,,
1197,0,1,3.5,17031,1,,
1198,2,4,13,17031,1,,
1199,2,5,21,17031,1,,
1200,1,1,1,17043,2,,
1201,2,5,28.5,17031,1,,
1202,1,1,6,17043,2,,
1203,2,5,14,17031,1,,
1204,2,2,3.5,17089,4,,
1205,1,2,9,17031,1,,
1206,2,1,9,17043,2,,
1207,3,3,21,17031,1,,
1208,2,2,7,17043,2,,
1209,2,1,0,17063,3,,
1210,5,1,2,17031,1,,
1211,1,1,1,17197,8,,
1212,2,2,3,17031,1,,
1213,2,4,16,17031,1,,
1214,5,2,10,17197,8,,
1215,1,1,4,17031,1,,
1216,2,3,14,17043,2,,
1217,3,5,18,17031,1,,
1218,2,2,16,17043,2,,
1219,2,2,8,17031,1,,
1220,2,2,7.5,17097,6,,
1221,2,2,5,17043,2,,
1222,2,5,17,17097,6,,
1223,3,2,3.5,17031,1,,
1224,2,2,12,17031,1,,
1225,1,2,13.5,17031,1,,
1226,1,2,8.5,17043,2,,
1227,2,5,18,17097,6,,
1228,3,2,4,17031,1,,
1229,2,2,8,17043,2,,
1230,2,2,9,17031,1,,
1231,1,1,4.5,17197,8,,
1232,3,5,34,17043,2,,
1233,1,4,9.5,17031,1,,
1234,2,2,4,17043,2,,
1235,1,1,3,17111,7,,
1236,2,2,6,17031,1,,
1237,1,2,10,17031,1,,
1238,2,2,16,17031,1,,
1239,2,3,13,17031,1,,
1240,1,1,5,17097,6,,
1241,0,1,4.5,17097,6,,
1242,2,2,19,17111,7,,
1243,2,5,16,17197,8,,
1244,2,3,10,17031,1,,
1245,0,1,4,17031,1,,
1246,2,3,9,17031,1,,
1247,2,2,6,17043,2,,
1248,1,1,4.5,17097,6,,
1249,2,4,23,17031,1,,
1250,3,2,10.5,17111,7,,
1251,2,1,4.5,17197,8,,
1252,2,2,13,17031,1,,
1253,1,1,5,17043,2,,
1254,1,3,10,17031,1,,
1255,1,1,2,17031,1,,
1256,2,2,14,17197,8,,
1257,1,2,22,17031,1,,
1258,2,5,30,17031,1,,
1259,0,1,2,17097,6,,
1260,2,2,11,17031,1,,
1261,1,1,9.5,17031,1,,
1262,1,2,1,17097,6,,
1263,2,2,7.5,17031,1,,
1264,2,3,10.5,17111,7,,
1265,1,1,3.5,17043,2,,
1266,2,2,4,17089,4,,
1267,2,4,25,17097,6,,
1268,2,2,7.5,17031,1,,
1269,2,2,8,17089,4,,
1270,2,3,2,17197,8,,
1271,1,1,4.5,17031,1,,
1272,0,1,3,17031,1,,
1273,2,4,9,17031,1,,
1274,2,5,15.5,17089,4,,
1275,3,2,16,17197,8,,
1276,2,4,21.5,17031,1,,
1277,2,2,18,17197,8,,
1278,5,6,27,17031,1,,
1279,1,1,4,17089,4,,
1280,3,3,9.5,17093,5,,
1281,1,3,15,17043,2,,
1282,2,3,2,17031,1,,
1283,3,4,13,17111,7,,
1284,2,1,8,17031,1,,
1285,2,2,6,17093,5,,
1286,2,2,7.5,17097,6,,
1287,2,2,5,17111,7,,
1288,3,5,24,17197,8,,
1289,1,2,2,17031,1,,
1290,2,3,12,17097,6,,
1291,2,3,12,17031,1,,
1292,1,2,32,17089,4,,
1293,2,4,17,17031,1,,
1294,3,4,4.5,17043,2,,
1295,1,2,9.5,17097,6,,
1296,3,4,23,17031,1,,
1297,1,2,21,17043,2,,
1298,1,2,7,17031,1,,
1299,2,2,4,17031,1,,
1300,1,2,4.5,17031,1,,
1301,1,2,6,17097,6,,
1302,0,2,6,17031,1,,
1303,1,1,7,17031,1,,
1304,1,1,2,17031,1,,
1305,0,2,7,17031,1,,
1306,2,2,4,17097,6,,
1307,1,1,3,17031,1,,
1308,1,1,2,17031,1,,
1309,1,4,9,17031,1,,
1310,5,4,22,17089,4,,
1311,2,2,11,17031,1,,
1312,5,4,12,17111,7,,
1313,4,5,13,17031,1,,
1314,2,2,14,17089,4,,
1315,2,1,4,17089,4,,
1316,2,2,15,17031,1,,
1317,2,1,3,17031,1,,
1318,2,2,15.5,17031,1,,
1319,0,1,5.5,17031,1,,
1320,2,2,6.5,17031,1,,
1321,2,2,14,17031,1,,
1322,2,3,11.5,17031,1,,
1323,1,2,6,17031,1,,
1324,2,4,9,17089,4,,
1325,1,1,2.5,17031,1,,
1326,1,1,3,17031,1,,
1327,0,1,0,17043,2,,
1328,2,2,9,17043,2,,
1329,1,1,6,17031,1,,
1330,2,3,19,17197,8,,
1331,1,1,5,17043,2,,
1332,1,2,7,17031,1,,
1333,2,2,12,17031,1,,
1334,3,5,24.5,17089,4,,
1335,3,3,7,17097,6,,
1336,1,2,4,17031,1,,
1337,2,3,6,17097,6,,
1338,2,4,1,17197,8,,
1339,2,2,4,17043,2,,
1340,2,2,12,17097,6,,
1341,1,1,1,17031,1,,
1342,1,1,8,17031,1,,
1343,2,4,17,17031,1,,
1344,2,5,27.5,17197,8,,
1345,2,2,8,17043,2,,
1346,1,3,5.5,17097,6,,
1347,2,2,2,17097,6,,
1348,2,2,4,17031,1,,
1349,2,2,5,17111,7,,
1350,0,1,0,17093,5,,
1351,2,2,5,17031,1,,
1352,1,1,4,17197,8,,
1353,1,1,2,17043,2,,
1354,2,3,9,17197,8,,
1355,1,3,10,17031,1,,
1356,1,4,7,17031,1,,
1357,2,4,12,17097,6,,
1358,2,2,15,17031,1,,
1359,2,4,18,17043,2,,
1360,2,3,24,17031,1,,
1361,2,3,8,17043,2,,
1362,2,4,15,17031,1,,
1363,2,2,18,17097,6,,
1364,2,3,21,17031,1,,
1365,1,1,0,17031,1,,
1366,3,2,15,17089,4,,
1367,2,2,14,17097,6,,
1368,4,2,6,17089,4,,
1369,2,2,9,17043,2,,
1370,1,2,10,17097,6,,
1371,2,5,25,17031,1,,
1372,3,5,26,17097,6,,
1373,1,1,3,17031,1,,
1374,2,4,24,17197,8,,
1375,0,2,3.5,17031,1,,
1376,1,1,3,17031,1,,
1377,0,1,2.5,17031,1,,
1378,2,3,9,17031,1,,
1379,1,1,6.5,17111,7,,
1380,0,1,7,17097,6,,
1381,0,1,5.5,17031,1,,
1382,1,1,5,17043,2,,
1383,3,3,13,17089,4,,
1384,1,1,3,17031,1,,
1385,3,2,5,17197,8,,
1386,1,1,4,17031,1,,
1387,2,2,2,17197,8,,
1388,1,1,3.5,17031,1,,
1389,1,3,9,17031,1,,
1390,2,1,3,17031,1,,
1391,2,8,26,17089,4,,
1392,2,3,17.5,17111,7,,
1393,1,1,4,17031,1,,
1394,2,2,5,17043,2,,
1395,0,3,8,17031,1,,
1396,3,4,20,17031,1,,
1397,3,2,8,17043,2,,
1398,2,2,5,17031,1,,
1399,3,3,13,17111,7,,
1400,2,1,5,17031,1,,
1401,1,1,8.5,17031,1,,
1402,1,1,0,17043,2,,
1403,2,2,4.5,17197,8,,
1404,3,3,8,17031,1,,
1405,1,1,5,17111,7,,
1406,3,1,7,17043,2,,
1407,0,1,0,17031,1,,
1408,1,2,5,17031,1,,
1409,1,1,2,17031,1,,
1410,2,4,28,17197,8,,
1411,2,2,14.5,17031,1,,
1412,1,1,0,17031,1,,
1413,1,1,5,17043,2,,
1414,2,5,27,17031,1,,
1415,2,2,8,17031,1,,
1416,4,2,7,17111,7,,
1417,2,3,9,17043,2,,
1418,0,1,4,17031,1,,
1419,1,1,4,17043,2,,
1420,1,1,7,17031,1,,
1421,2,2,5,17031,1,,
1422,2,2,10,17197,8,,
1423,2,3,14,17031,1,,
1424,1,1,5.5,17031,1,,
1425,1,1,0,17031,1,,
1426,0,1,3,17031,1,,
1427,1,2,11.5,17031,1,,
1428,2,4,15,17043,2,,
1429,2,2,14,17031,1,,
1430,2,2,5.5,17043,2,,
1431,1,2,4.5,17031,1,,
1432,2,2,10,17043,2,,
1433,1,3,4,17093,5,,
1434,2,4,17.5,17031,1,,
1435,2,2,8,17043,2,,
1436,3,5,17.5,17197,8,,
1437,2,4,18,17043,2,,
1438,2,4,6,17197,8,,
1439,3,2,15,17031,1,,
1440,1,1,4,17097,6,,
1441,2,5,10,17111,7,,
1442,1,2,4,17031,1,,
1443,2,2,5,17043,2,,
1444,0,1,0,17031,1,,
1445,0,1,2,17031,1,,
1446,2,4,30.5,17089,4,,
1447,2,2,6,17111,7,,
1448,0,1,2,17089,4,,
1449,4,5,16,17043,2,,
1450,4,5,16,17043,2,,
1451,1,1,4,17031,1,,
1452,3,1,2,17031,1,,
1453,2,2,4,17097,6,,
1454,2,2,3,17197,8,,
1455,1,5,32,17031,1,,
1456,2,2,6,17197,8,,
1457,2,4,22,17031,1,,
1458,2,1,0,17089,4,,
1459,3,4,17,17031,1,,
1460,1,1,8,17031,1,,
1461,2,4,9,17093,5,,
1462,2,2,12,17031,1,,
1463,1,2,3,17043,2,,
1464,1,1,8,17031,1,,
1465,1,2,6,17031,1,,
1466,1,1,0,17031,1,,
1467,3,4,19,17031,1,,
1468,1,3,6.5,17031,1,,
1469,4,4,9,17031,1,,
1470,5,4,6,17097,6,,
1471,4,2,17,17031,1,,
1472,3,3,10,17097,6,,
1473,2,2,11,17197,8,,
1474,4,2,0,17031,1,,
1475,1,1,5,17031,1,,
1476,2,2,16.5,17097,6,,
1477,0,1,8,17031,1,,
1478,1,2,8,17031,1,,
1479,3,4,20,17031,1,,
1480,3,2,5,17043,2,,
1481,1,1,2,17031,1,,
1482,2,3,3,17031,1,,
1483,3,4,21,17197,8,,
1484,2,4,28,17043,2,,
1485,2,4,17.5,17089,4,,
1486,3,2,8,17093,5,,
1487,2,2,7,17097,6,,
1488,2,2,8,17043,2,,
1489,2,2,2,17197,8,,
1490,2,2,5,17031,1,,
1491,2,3,10.5,17031,1,,
1492,3,3,13.5,17031,1,,
1493,5,2,22,17031,1,,
1494,3,2,7,17197,8,,
1495,1,1,5,17031,1,,
1496,2,1,3,17089,4,,
1497,2,2,10,17197,8,,
1498,2,2,13,17097,6,,
1499,3,4,6,17089,4,,
1500,1,3,21.5,17031,1,,
1501,3,2,10.5,17031,1,,
1502,4,2,5,17111,7,,
1503,2,4,13,17031,1,,
1504,7,2,18,17031,1,,
1505,0,2,4,17031,1,,
1506,0,1,2.5,17097,6,,
1507,1,1,3,17031,1,,
1508,1,1,0,17031,1,,
1509,1,2,9,17089,4,,
1510,1,1,3,17043,2,,
1511,3,4,16.5,17043,2,,
1512,1,2,6,17031,1,,
1513,1,2,3,17097,6,,
1514,2,2,10,17031,1,,
1515,2,3,10,17197,8,,
1516,1,2,9,17031,1,,
1517,1,1,0,17043,2,,
1518,1,1,2,17031,1,,
1519,2,3,8.5,17197,8,,
1520,2,2,7,17031,1,,
1521,2,4,30,17043,2,,
1522,1,1,4,17031,1,,
1523,2,2,4,17089,4,,
1524,1,1,0,17031,1,,
1525,3,4,24,17043,2,,
1526,2,2,6,17111,7,,
1527,2,2,2,17031,1,,
1528,3,2,21,17031,1,,
1529,1,1,6,17031,1,,
1530,0,1,4.5,17031,1,,
1531,3,5,16,17031,1,,
1532,1,2,8,17031,1,,
1533,2,2,12,17031,1,,
1534,3,3,7,17197,8,,
1535,1,1,6,17197,8,,
1536,0,1,2.5,17031,1,,
1537,2,4,22,17031,1,,
1538,2,4,2,17097,6,,
1539,1,1,0.5,17031,1,,
1540,2,2,8.5,17031,1,,
1541,2,4,20.5,17031,1,,
1542,2,2,6,17031,1,,
1543,2,4,9,17097,6,,
1544,3,5,14,17111,7,,
1545,2,6,20.5,17031,1,,
1546,2,1,4,17031,1,,
1547,2,3,16.5,17197,8,,
1548,1,2,9,17197,8,,
1549,1,1,4,17031,1,,
1550,1,2,6,17031,1,,
1551,2,2,11,17111,7,,
1552,3,3,17,17043,2,,
1553,2,2,9.5,17043,2,,
1554,2,2,7.5,17097,6,,
1555,1,1,5,17031,1,,
1556,3,3,13.5,17031,1,,
1557,1,1,6,17031,1,,
1558,1,2,4,17031,1,,
1559,3,5,11,17089,4,,
1560,1,1,4,17031,1,,
1561,1,2,6,17043,2,,
1562,2,4,15.5,17097,6,,
1563,2,2,9,17097,6,,
1564,1,2,12,17031,1,,
1565,0,1,3,17031,1,,
1566,1,2,16,17043,2,,
1567,1,1,9,17089,4,,
1568,2,4,6.5,17097,6,,
1569,2,3,19.5,17031,1,,
1570,1,1,0,17031,1,,
1571,1,3,6,17089,4,,
1572,2,2,12,17031,1,,
1573,0,3,14.5,17031,1,,
1574,1,1,3,17031,1,,
1575,1,1,2,17031,1,,
1576,2,2,10,17043,2,,
1577,2,2,11,17031,1,,
1578,1,1,4,17043,2,,
1579,3,2,14,17197,8,,
1580,2,2,7,17043,2,,
1581,2,2,3.5,17043,2,,
1582,2,2,7,17031,1,,
1583,2,2,7,17031,1,,
1584,1,1,6,17031,1,,
1585,1,1,6,17031,1,,
1586,2,1,3,17097,6,,
1587,2,2,15,17031,1,,
1588,1,5,24.5,17031,1,,
1589,1,2,0,17031,1,,
1590,2,2,8,17031,1,,
1591,2,3,7,17031,1,,
1592,2,5,12,17031,1,,
1593,1,1,7,17043,2,,
1594,2,1,3,17031,1,,
1595,2,4,16,17031,1,,
1596,1,1,6.5,17089,4,,
1597,1,4,15,17031,1,,
1598,1,2,4,17031,1,,
1599,1,2,6,17089,4,,
1600,2,2,6,17063,3,,
1601,1,3,4,17031,1,,
1602,0,1,8,17043,2,,
1603,3,2,7,17031,1,,
1604,3,4,15,17031,1,,
1605,2,4,12,17043,2,,
1606,0,5,12,17031,1,,
1607,1,1,4.5,17043,2,,
1608,1,4,18.5,17031,1,,
1609,3,2,6,17031,1,,
1610,3,3,11.5,17111,7,,
1611,4,4,20,17197,8,,
1612,2,4,16,17043,2,,
1613,2,2,7,17031,1,,
1614,2,1,11,17097,6,,
1615,1,1,3,17031,1,,
1616,1,2,0,17031,1,,
1617,1,2,8,17031,1,,
1618,2,3,8,17031,1,,
1619,1,1,4,17031,1,,
1620,2,4,10,17043,2,,
1621,1,1,7,17089,4,,
1622,2,2,8,17097,6,,
1623,1,1,1,17197,8,,
1624,2,2,8,17197,8,,
1625,1,3,11,17031,1,,
1626,1,4,15,17031,1,,
1627,2,3,7.5,17031,1,,
1628,1,4,13,17197,8,,
1629,0,1,8,17031,1,,
1630,1,1,4,17031,1,,
1631,1,4,7,17097,6,,
1632,1,2,10,17031,1,,
1633,2,2,7,17031,1,,
1634,2,3,16.5,17089,4,,
1635,1,2,10,17031,1,,
1636,2,2,10,17031,1,,
1637,1,2,12,17031,1,,
1638,2,2,8,17043,2,,
1639,2,2,7,17043,2,,
1640,1,1,3,17031,1,,
1641,1,2,10,17031,1,,
1642,2,2,7,17043,2,,
1643,3,2,4.5,17097,6,,
1644,2,2,10,17031,1,,
1645,3,2,9,17089,4,,
1646,1,1,0,17031,1,,
1647,1,2,12,17031,1,,
1648,2,4,29,17031,1,,
1649,1,1,2,17111,7,,
1650,1,1,2,17031,1,,
1651,2,3,4,17097,6,,
1652,3,2,8,17097,6,,
1653,1,1,2.5,17031,1,,
1654,2,2,9,17031,1,,
1655,0,1,0,17111,7,,
1656,1,1,11,17197,8,,
1657,2,3,9,17097,6,,
1658,2,3,8,17043,2,,
1659,1,1,3,17031,1,,
1660,1,1,6,17197,8,,
1661,1,2,9,17097,6,,
1662,1,1,2.5,17031,1,,
1663,1,1,5,17097,6,,
1664,4,5,26,17089,4,,
1665,2,3,13,17031,1,,
1666,1,1,5,17031,1,,
1667,0,1,0,17031,1,,
1668,1,2,9,17031,1,,
1669,2,3,16.5,17031,1,,
1670,2,2,10,17043,2,,
1671,4,4,12,17111,7,,
1672,2,2,8,17031,1,,
1673,1,1,6,17097,6,,
1674,2,4,8,17031,1,,
1675,1,1,6,17089,4,,
1676,2,2,11.5,17097,6,,
1677,2,2,8.5,17043,2,,
1678,1,1,1.5,17031,1,,
1679,2,2,6,17031,1,,
1680,3,3,8,17031,1,,
1681,0,1,7,17043,2,,
1682,3,4,18,17031,1,,
1683,3,6,10.5,17089,4,,
1684,1,1,3,17031,1,,
1685,1,1,2.5,17043,2,,
1686,1,1,3,17111,7,,
1687,4,7,18,17197,8,,
1688,3,3,12,17043,2,,
1689,1,1,3.5,17031,1,,
1690,1,1,5,17043,2,,
1691,1,3,12,17031,1,,
1692,0,1,2,17031,1,,
1693,2,3,15.5,17031,1,,
1694,2,2,8.5,17089,4,,
1695,2,5,34,17031,1,,
1696,1,1,4.5,17031,1,,
1697,0,1,2,17031,1,,
1698,3,4,26,17031,1,,
1699,2,5,24,17031,1,,
1700,1,2,5,17043,2,,
1701,0,1,4,17031,1,,
1702,2,2,3,17031,1,,
1703,1,1,5,17031,1,,
1704,1,1,3.5,17043,2,,
1705,2,4,5,17197,8,,
1706,2,4,13,17031,1,,
1707,4,3,19,17031,1,,
1708,2,2,6,17097,6,,
1709,4,5,20.5,17031,1,,
1710,1,3,13,17043,2,,
1711,2,2,4,17111,7,,
1712,1,1,2,17031,1,,
1713,1,1,3.5,17031,1,,
1714,0,1,3,17031,1,,
1715,1,1,2,17031,1,,
1716,1,2,4.5,17031,1,,
1717,0,1,3,17031,1,,
1718,2,4,12,17031,1,,
1719,2,5,12,17097,6,,
1720,1,1,4,17031,1,,
1721,2,2,10.5,17043,2,,
1722,1,1,6,17031,1,,
1723,1,3,15,17031,1,,
1724,3,3,10.5,17111,7,,
1725,1,2,7,17031,1,,
1726,2,2,9,17043,2,,
1727,2,4,16.5,17043,2,,
1728,2,3,19.5,17031,1,,
1729,3,3,10.5,17031,1,,
1730,0,1,3,17031,1,,
1731,1,2,4.5,17031,1,,
1732,2,3,12,17031,1,,
1733,2,4,14,17097,6,,
1734,2,2,6.5,17031,1,,
1735,1,3,15,17031,1,,
1736,2,2,6,17031,1,,
1737,2,2,6,17031,1,,
1738,1,1,4,17031,1,,
1739,2,3,6,17043,2,,
1740,1,2,14,17031,1,,
1741,2,2,4,17097,6,,
1742,0,2,3.5,17031,1,,
1743,1,1,1,17043,2,,
1744,3,2,18,17043,2,,
1745,2,2,3,17089,4,,
1746,1,1,7,17031,1,,
1747,1,2,3,17197,8,,
1748,1,2,14,17031,1,,
1749,1,3,6,17031,1,,
1750,4,4,18,17031,1,,
1751,3,4,16,17031,1,,
1752,1,1,2,17031,1,,
1753,2,2,2,17111,7,,
1754,2,2,4,17197,8,,
1755,2,5,10,17031,1,,
1756,1,3,8,17031,1,,
1757,0,1,3,17031,1,,
1758,1,1,2,17031,1,,
