2.756331000000000000e+06,6.132600000000000000e+04,7.000000000000000000e+00,4.250000000000000000e+02,4.000000000000000000e+00,1.464000000000000000e+03,2.000000000000000000e+00,3.040000000000000000e+02,4.700000000000000000e+01,0.000000000000000000e+00,1.570000000000000000e+02
6.627000000000000000e+03,4.417980000000000000e+05,4.000000000000000000e+01,4.006400000000000000e+04,5.100000000000000000e+01,1.442000000000000000e+03,5.500000000000000000e+01,8.220000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,2.731000000000000000e+03,1.429200000000000000e+04,2.930000000000000000e+02,1.463000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.502000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000000e+02,1.016470000000000000e+05,6.000000000000000000e+00,8.355000000000000000e+04,1.840000000000000000e+02,1.052000000000000000e+03,6.683900000000000000e+04,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.030000000000000000e+02,6.527000000000000000e+03,2.891100000000000000e+04,6.672000000000000000e+03,1.085400000000000000e+04,5.000000000000000000e+00,5.000000000000000000e+00,4.104000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.800000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,1.000000000000000000e+00,3.533120000000000000e+05,1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.240000000000000000e+02,0.000000000000000000e+00,1.037680000000000000e+05,0.000000000000000000e+00,1.845700000000000000e+04,3.747400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.932000000000000000e+03,7.635500000000000000e+04,1.094700000000000000e+04,4.220000000000000000e+02,2.259000000000000000e+03,7.800000000000000000e+01,4.000000000000000000e+00,2.298730000000000000e+05,1.700000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00
7.634000000000000000e+03,9.247000000000000000e+03,6.000000000000000000e+01,1.720000000000000000e+02,2.000000000000000000e+00,1.690000000000000000e+02,5.000000000000000000e+00,5.567000000000000000e+03,3.700000000000000000e+01,6.860000000000000000e+02,2.675500000000000000e+04
3.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.822000000000000000e+03,5.366000000000000000e+04,1.966000000000000000e+03
8.890000000000000000e+03,2.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,4.635200000000000000e+04,1.900000000000000000e+02,2.527800000000000000e+04
