1.307627200000000000e+07,2.881370000000000000e+05,4.100000000000000000e+01,1.934000000000000000e+03,3.500000000000000000e+01,6.967000000000000000e+03,2.800000000000000000e+01,1.448000000000000000e+03,1.860000000000000000e+02,1.000000000000000000e+00,7.790000000000000000e+02
3.194300000000000000e+04,2.094936000000000000e+06,1.840000000000000000e+02,1.902890000000000000e+05,1.770000000000000000e+02,6.855000000000000000e+03,3.190000000000000000e+02,3.855000000000000000e+03,2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.630000000000000000e+02,1.282000000000000000e+04,6.792900000000000000e+04,1.432000000000000000e+03,6.944400000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,2.121900000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.730000000000000000e+02,4.838080000000000000e+05,3.800000000000000000e+01,3.960050000000000000e+05,8.780000000000000000e+02,5.246000000000000000e+03,3.165310000000000000e+05,7.800000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.720000000000000000e+02,3.187600000000000000e+04,1.376020000000000000e+05,3.180200000000000000e+04,5.179200000000000000e+04,2.700000000000000000e+01,1.700000000000000000e+01,1.930200000000000000e+04,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000000e+01,2.780000000000000000e+02,1.000000000000000000e+00,8.500000000000000000e+01,0.000000000000000000e+00,1.668930000000000000e+06,6.120000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.792000000000000000e+03,1.000000000000000000e+00,4.916240000000000000e+05,1.000000000000000000e+00,8.747900000000000000e+04,1.764090000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.327600000000000000e+04,3.609200000000000000e+05,5.231400000000000000e+04,1.989000000000000000e+03,1.083300000000000000e+04,3.490000000000000000e+02,1.000000000000000000e+01,1.089327000000000000e+06,8.800000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01
3.642300000000000000e+04,4.385300000000000000e+04,3.210000000000000000e+02,7.980000000000000000e+02,1.100000000000000000e+01,8.770000000000000000e+02,2.600000000000000000e+01,2.677100000000000000e+04,1.770000000000000000e+02,3.231000000000000000e+03,1.279540000000000000e+05
1.450000000000000000e+02,1.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.755700000000000000e+04,2.540180000000000000e+05,9.154000000000000000e+03
4.185600000000000000e+04,7.800000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,9.900000000000000000e+01,2.205730000000000000e+05,9.150000000000000000e+02,1.206620000000000000e+05
